,category,title,instructor,price,numofstudents,numoflectures,rating,review,urls
431,취업 · 이직,왕초보 블록체인 개념 완벽 이해하기(with 자바),푸샵맨 코딩스터디,16500,217명,총 32개 수업 / 총 4시간 18분,3.9,"""정말 유용한강의였습니다.""DELIMITER111 ""eclipse에서 블록 체인1234 를 생성하는 프로그래밍언어를 그대로 따라해도 자꾸 에러가 뜹니다. Run하면 아래의 메세지가 뜹니다.  ㅜㅜ Exception in thread ""main""java.lang.Error: unresoved compilation problem: at BlckChain/BlocChainTest.main(BlockChainTest.java:13)""DELIMITER111 ""전체적인 블록체인 구조를 이해하기 좋은 강의였습니다. 하지만 코드를 전체적으로 다 확인하기는 강의별로 확인하기 어려운 부분이 있었습니다.   최종 강의까지 다 완주 후 코드로 이해할 수 있는 부분들이 있어서 베이스부터 작성하고 메인이 작성이 된다면 조금 더 나은 부분이 있을 것 같습니다. 또한 강의 강의를 만드시는 부분에서 많은 에로사항들이 녹화본에 노출되는게 아쉬웠습니다.  하지만 전체적으로 많은 도움이 되는 강의였고 강사님 덕분에 블록체인 구조를 이해하기 쉬운 부분이 많았습니다.   감사합니다.""DELIMITER111 ""쉬운 예제로 친절히 설명하여 주셨습니다. 강의 하신분의 목소리에 조금만 더 힘이 있었으면 좋을 듯 합니다.""DELIMITER111 ""블럭체인의 개념을 이해하는데 큰 도움이 되었어요.. 감사합니다... 실제 블럭체인을 적용하는 방법에 관한 영상도 있었으면 좋겠어요...^^ 간단한 웹으로요...^^""",https://www.inflearn.com/course/blockchain-2
432,웹 개발,윤재성의 처음 시작하는 파이썬,소프트캠퍼스,33000,191명,총 21개 수업 / 총 5시간 4분,4.6,"""유익합니다요""DELIMITER111 ""핵심적인 강의 좋습니다.""DELIMITER111 ""파이썬 입문자에게 좋은 강의 인것 같습니다.""DELIMITER111 ""핵심 중심으로 알기쉽게 설명해 주셔서 큰 도움이 되었습니다!!""DELIMITER111 ""감사합니다.""",https://www.inflearn.com/course/python-2
433,인공지능,C# OpenCV 컴퓨터비전 입문 강좌,윤대희,19800,213명,총 52개 수업 / 총 6시간 37분,4.8,"""감사합니다.""DELIMITER111 ""괜찮네요 강의진행 속도가 빨라서 중간중간 멈추고 소스코드만 작성한뒤 다시 뒤로돌려 설명 들어야되는것 말고는 괜찮네요.\r 무엇보다 OPEN CV 강의는 별로없었는데 도움이 많이된거같습니다.\r 강의의 단점은 아니지만 굳이 말하자면 WinForm 에서만 가능한것 같네요.\r WPF 에서도 사용이되는지 확인해봣는데 컨트롤러가 불러와지지 않는....\r 아무튼 좋은강의인거같습니다.""DELIMITER111 ""이해가 안되어서...아니면(?) 강의진행속도가 너무 빨라서 되감기하면서 학습하였습니다.  OpenCV와 관련없는 일을 하지만 호기심으로 수강하였는데 강의내용도 좋았고, ppt자료와 코드내용을 보면서 빠르게 OpenCV가 무엇인지 파악할 수 있게 된 거같습니다. 감사합니다.""DELIMITER111 ""실습 위주의 강의라서 도움이 많이 되었습니다.""DELIMITER111 ""아니 강의 너무 잘하는데요? 세상에 ㅋㅋㅋㅋ 내등록금 아까워 죽겠네 ㅋㅋㅋㅋㅋㅋㅋㅋ""",https://www.inflearn.com/course/c-opencv
434,알고리즘,객체 지향 프로그래밍 입문,최범균,77000,1078명,총 11개 수업 / 총 2시간 32분,4.9,"""지금까지 객체지향에 대해 안다고 생각했던 것들이 자만이었다는 것을 느낄 수 있었습니다. 또 실제 예시를 상세하게 들어가면서 설명해주시는 점이 왜 이러한 개념들이 필요로하는지 잘 와닿을 수 있었던거 같습니다. 감사합니다!!""DELIMITER111 ""객체지향에 대해 깊게 생각해 볼 수 있는 기회였습니다. ""DELIMITER111 ""도움이 정말 많이 되었습니다.  회사에서 선배 개발자분들의 개발 의도를 좀 더 파악할 수 있게 되었고 그에 따라 저 스스로 개발 할 때도 좀 더 체계적이고 유연하게 개발해볼 수 있을것 같습니다. 그동안 만들었던 코드들이 너무 부끄러워지는 순간이였습니다. 좋은 강의 감사드려요..ㅠㅠ""DELIMITER111 ""긴 시간이 아님에도 이해가 잘 되게 확실한 설명 좋습니다.  빨리 내 프로그램을 리팩토링하고 싶게 만들어주는 강좌입니다.""DELIMITER111 ""설명이 끝장납니다.""",https://www.inflearn.com/course/객체-지향-프로그래밍-입문
435,블록체인 개발,블록체인 이더리움 부동산 댑(Dapp) 만들기 - 기본편,SEJONG IT EDU,0,538명,총 44개 수업 / 총 5시간 14분,4.6,"""버전이 맞지 않아서 설치하는데 힘들었지만 블록체인, 이더리움을 기본적으로 활용할 수 있는 좋은 강의였습니다.""DELIMITER111 ""블록체인 개발에 있어서 첫발을 내딛기에 정말 좋은 강의였습니다. 이 강의를 부동산 예제 들어가기 전 파트까지 듣고 쉬다가 나중에 다시 와서 관련 서적이랑 같이 보면서 수강했었는데, 개념적인 부분에서 이해가 딱 들어왔습니다.   물론 2021년인 지금에서야 듣는 몇년전 강의라 모든 설치해야할 버전이 몇 단계씩 업되어 있어, 강의를 듣다가 핀트나갈 수도 있는데, 당시 버전으로 맞춰서 하는게 정신에 좋았던거 같습니다. (직접 버전을 바꿀 수 없는? 메타마스크에서 생기는 문제점은 질의응답에서 찾아보면 해결할 수 있었습니다.)""DELIMITER111 ""최신버전은 어떻게 설치해야하는지 어떤 명령어를 사용해야하는지 업데이트 되었습음 좋겠네요 ""DELIMITER111 ""좋은 강좌입니다~^^""DELIMITER111 ""3개월에 걸쳐 천천히 여러번 학습해 보니, 정말 큰 도움이 되었습니다. 처음에 낫설었던 명령어가 반복 학습하다보니 익숙해 지내요. 이더리움 부동산 댑을 처음부터 끝까지 학습해보니, 전체적인 큰 그림이 머리속에 그려져 이해가 되는 좋은 강의인 것 같습니다. 블록체인에 대한 개념과 이더리움 댑을 처음 공부하시는 분들이라면 이 강좌 추천드립니다.""",https://www.inflearn.com/course/blockchain-이더리움-dapp
436,프로그래밍 언어,[김왼손의 왼손코딩] 한입에 쏙 파이썬: 3시간 만에 끝내는 파이썬 기초 (저자 직강),김왼손의 왼손코딩,0,3098명,총 86개 수업 / 총 2시간 23분,4.8,"""파이썬을 간단하게 배우네요""DELIMITER111 ""초등학생도 재밌게 들었어요""DELIMITER111 ""정말 재미있고 쉽고 빠른 강의였어요! 굿굿!""DELIMITER111 ""쉽게 접근할 수 있는 기초적인 내용이라 코딩 생전 처음하는 사람들에게 좋습니다 덕분에 코딩에 관심과 자신감이 많이 생겼어요 ^^ 꾸준히 독학으로 코딩 공부 하려고 합니다.""DELIMITER111 ""최고입니다.""",https://www.inflearn.com/course/파이썬-입문-hello-coding
437,서버 개발,web2 - Home server,Egoing Lee,33000,1210명,총 10개 수업 / 총 1시간 4분,4.9,"""서버에 대한 기본적인  지식""DELIMITER111 ""좋은 강의 감사합니다""DELIMITER111 ""이고잉님이 올려주는 모든 영상은 진짜 편안하게 보고 배울 수 있는거 같아요! 홈서버 구축을 위해서 지금 공부중인데 기초지식을 습득에 많은 도움이 되었습니다!""DELIMITER111 ""정말 믿고 보는 생코님. 네트워크 강의에 대해 인프런에서 찾다가 여기로 왔는데 정말 알차고 좋습니다. 딱 딱 핵심만.. 너무 좋네요 인트로 영상에 매료되어 앉은자리에서 완강하고 갑니다... 이런 강의 너무 좋아요 정말!""DELIMITER111 ""이런 강의를 무료로 볼 수 있어서 정말 감사합니다.""",https://www.inflearn.com/course/web2-home-server
438,웹 개발,14일만에 배우는 ASP.NET CORE,김정수,0,214명,총 28개 수업 / 총 10시간 29분,4.6,"""좋은 강의 감사합니다.""DELIMITER111 ""도움이 많이됩니다. 감사합니다!""DELIMITER111 ""강의에선 2.0 버전이고 제가 쓰고있는건 2.1 버전이라 중간중간 다른 점이 있어서 찾는데 시간이 걸리긴 하였지만 다른 강의보다 더 세세하고 실무적으로 도움도 많이 되었습니다. 감사합니다!!!""DELIMITER111 ""초급자도 가능하나 어느정도 asp.net mvc를 공부한 사람이 보면 더 도움이 되는것 같습니다. 이유는 조금 빠릅니다 진행이. 다른 강의들도 그렇고 챕터수가 늘더라도 한 강의가 10~15분으로 잘라서 구성하면 보는 사람이 더 좋을 것 같습니다. 내용은 좋습니다.""DELIMITER111 ""유익한 시간이였습니다.""",https://www.inflearn.com/course/닷넷-코어
439,데이터 분석,캐글 실습으로 배우는 데이터 사이언스,박조은,0,3103명,총 12개 수업 / 총 2시간 23분,4.7,"""깔끔하고 좋습니다 ! 감사합니다.""DELIMITER111 ""미국에서 뱅커로 일하면서 DS분야 이직을 위해  열심히 공부하고 있습니다. 이렇게 좋은 강의 올려주셔서 감사합니다.  백그라운드가 어느정도 있어서 리뷰형식으로 코드 전개해 나가시는걸 주로 보는데 많은 도움이 되고 있습니다. 최근  job hunting 시작했는데 성공적으로 이직하게 되면 꼭 다시와서 댓글 남기겠습니다 :)""DELIMITER111 ""진짜 친절하게 가르쳐 주십니다ㅎㅎ""DELIMITER111 ""좋은 강좌 감사합니다. 캐글에 관심이 있어서 찾아보게 되었는데 좋은 강좌인거 같습니다. :)""DELIMITER111 ""너무 좋은 강의 감사합니다.""",https://www.inflearn.com/course/데이터-사이언스-kaggle
440,웹 개발,WEB3 - PHP & MySQL,Egoing Lee,55000,1514명,총 21개 수업 / 총 3시간 53분,5.0,"""데이터베이스 까지 다뤄서 좋았습니다.""DELIMITER111 ""어렵지만 좋아요""DELIMITER111 ""감사합니다 잘들었습니다""DELIMITER111 ""PHP와 MySQL을 응용할 수 있게 되었습니다""DELIMITER111 ""sql의 정수를 보여줌""",https://www.inflearn.com/course/web3-php-mysql
441,모바일 앱 개발,야곰의 iOS 프로그래밍,yagom,0,436명,총 106개 수업 / 총 10시간 34분,4.2,"""조금 불친절한 강좌 총 10개의 프로젝트를 만들어 보는 강좌입니다.\r 강좌의 흐름은 크게 [프로젝트 소개 > UI 설계 > 코드 따라하기 > 돌아보기(코드 설명) ",https://www.inflearn.com/course/ios-프로그래밍
442,웹 개발,WEB2 - PHP,Egoing Lee,0,1528명,총 28개 수업 / 총 5시간 27분,4.9,"""비전공자들의 희망""DELIMITER111 ""입문용으로 보기 좋은 강의!""DELIMITER111 ""감사합니다""DELIMITER111 ""굳굳굳구둑ㄷ""DELIMITER111 ""감사합니다 잘들었습니다""",https://www.inflearn.com/course/php-기초-강좌
443,프로그래밍 언어,DATABASE 1&2 - MySQL,Egoing Lee,0,5028명,총 28개 수업 / 총 3시간 26분,4.9,"""첫 걸음을 때기 제일 좋은 강의인 것 같아요! 처음이라면 꼭 보세요!""DELIMITER111 ""좋은 강의 입니다~""DELIMITER111 ""좋은 강의입니다""DELIMITER111 ""DB 및 MYSQL입문에 개념잡기 도움이 되었습니다. 감사합니다.""DELIMITER111 ""최~~~~~고""",https://www.inflearn.com/course/database-2-mysql-강좌
444,웹 개발,WEB2 - JavaScript,Egoing Lee,0,6553명,총 37개 수업 / 총 4시간 25분,4.9,"""javascript가 무엇인지 전체적으로 훑기 좋은 수업이었습니다. 무엇보다 ""공부""의 본질에 대해 계속 깨우치는 수업이었습니다. 엉뚱하게 시간 낭비하지 않고 강사님 말씀대로 프로젝트 하러 갑니다!""DELIMITER111 "".....""DELIMITER111 ""다시 여기 왔을 때, 웃으며 옛 추억을 회상 할 수 있길 바라며 감사합니다.""DELIMITER111 ""js의 전반적인 내용 잘 들을 수 있었습니다""DELIMITER111 ""정말 쉽게 설명해주셔서 머리에 쏙쏙 잘 들어와요~""",https://www.inflearn.com/course/web2-javascript
445,웹 개발,WEB2 - CSS,Egoing Lee,77000,3045명,총 15개 수업 / 총 2시간 5분,5.0,"""우리나라 역사에 이런분이 나타난거에 감사함을 표합니다. 모르긴 몰라도 우리나라 IT 발전에 엄청난 기여를 하셨을거라 생각합니다. 감사하고 존경합니다!!!""DELIMITER111 ""이해하기 쉽고 좋은 강의였습니다 독학의 한 줄기 빛이네요""DELIMITER111 ""너무나 도움이 되는 강의였습니다!""DELIMITER111 ""좋은 강의 감사합니다""DELIMITER111 ""최고입니다. 더 이상 표현할 말이 없네요""",https://www.inflearn.com/course/생활코딩의-web2시리즈
446,인공지능,밑바닥 부터 시작하는 머신러닝 입문,TeamLab,55000,975명,총 134개 수업 / 총 28시간 20분,4.3,"""미리보기 강의는 마치 인공지능을 살살 풀어서 얘기한것 같아서 들어봤는데 80%는 거의 알지도, 알필요도 없는 수학 공식 설명이네요 ㅠㅠ 이게 과연 인공지능을 학습하는데 얼마나 필요한건지 모르겠습니다. 다른강의에서는 미분,시그마 등 수학공식들어간거는 보질 못해서..""DELIMITER111 ""머신러닝의 기본개념을 빠르게 이해하기 좋은 강좌 - 강의의 초반부는 짜임새 있게 진행되는듯 하다가 후반부에서 대략적으로 설명이 되고, 넘어가는 듯한 느낌이네요, 조금 아쉽습니다.\r \r  - Machnine Learning from Scratch with Python Part II 강좌는 언제쯤 나오는지도 궁금합니다.""DELIMITER111 "".......""DELIMITER111 ""너무 어렵게 접근하네요..""DELIMITER111 ""강의 구성이 매우 아쉽습니다.""",https://www.inflearn.com/course/파이썬-머신러닝-입문-강좌
447,웹 개발,앵귤러 기초 세미나,Mark Lee,0,158명,총 34개 수업 / 총 5시간 52분,5.0,"""앵귤러 기초를 탄탄히 다질 수 있어서 좋습니다""DELIMITER111 ""앵귤러 입문자에게 큰 도움이 되는 수업인것 같습니다.""DELIMITER111 "" ""DELIMITER111 ""배포 이후 부터 많이 어렵지만 이전거는 이해하기 쉽네용""DELIMITER111 ""두 번째 듣는 강좌입니다. Angular 시작을 하기 어려워서 힘들었는데, 덕분에 시작할 수 있게 되었습니다.\r 실습 위주로 진행이 되어서 따라하면서 찾아보면서 공부해보기 좋았구요.\r \r 여러가지 설명도 좋은 지식이 되었습니다. 정말 감사드립니다!!\r \r 한번더 들어볼 계획입니다!""",https://www.inflearn.com/course/앵귤러-기초-세미나
